Zip Code,Latitude,Longitude,Venue Category,Venue,Venue Latitude,Venue Longitude
20109,38.80110168,-77.52182007,Dance Studio,Stage Door Dance Studio,38.80043299924202,-77.52196195247906
20109,38.80110168,-77.52182007,Gym / Fitness Center,Doll House Pole Fitness,38.800105,-77.522966
20109,38.80110168,-77.52182007,Dance Studio,Gainesville Ballet,38.793936,-77.612942
20109,38.80110168,-77.52182007,Dance Studio,Gainesville Dance Center,38.792512,-77.59682600000001
20109,38.80110168,-77.52182007,Dance Studio,Aerobahia Dance Fitness,38.744867,-77.452216
20109,38.80110168,-77.52182007,Dance Studio,Virginia Dance Center,38.75435810613458,-77.49132788327096
20109,38.80110168,-77.52182007,Dance Studio,Showcase Dance Studio Inc.,38.784618,-77.518596
20109,38.80110168,-77.52182007,Dance Studio,Academy of Russian Ballet,38.7631241991495,-77.5071661848652
20109,38.80110168,-77.52182007,Dance Studio,Centreville Dance Academy,38.83730877371033,-77.43742008040653
20109,38.80110168,-77.52182007,Dance Studio,manassas ballet company,38.75969314575195,-77.46516418457031
20109,38.80110168,-77.52182007,Dance Studio,Magnificent Belly Dance,38.75143675082569,-77.46869865701528
20109,38.80110168,-77.52182007,Dance Studio,K Force Dance Studio,38.75966,-77.460144
20109,38.80110168,-77.52182007,Dance Studio,Baemar Dance Center,38.750023,-77.57113100000001
20109,38.80110168,-77.52182007,Dance Studio,Centreville Dance Academy,38.8328140784905,-77.44559937703502
20109,38.80110168,-77.52182007,Dance Studio,Manassas Ballet Academy,38.758747,-77.466492
20109,38.80110168,-77.52182007,Dance Studio,Northern Virginia Dance Academy,38.759637,-77.46008499999999
20109,38.80110168,-77.52182007,Dance Studio,Braemar Dance Center,38.76161463490373,-77.5579257106678
20109,38.80110168,-77.52182007,Dance Studio,The Ballroom Studio,38.837330743368156,-77.43882304405236
20109,38.80110168,-77.52182007,Dance Studio,Tiny Dancers,38.794651,-77.600039
20111,38.75284958,-77.43071747,Dance Studio,Aerobahia Dance Fitness,38.744867,-77.452216
20111,38.75284958,-77.43071747,Dance Studio,manassas ballet company,38.75969314575195,-77.46516418457031
20111,38.75284958,-77.43071747,Dance Studio,Manassas Ballet Academy,38.758747,-77.466492
20111,38.75284958,-77.43071747,Dance Studio,Northern Virginia Dance Academy,38.759637,-77.46008499999999
20111,38.75284958,-77.43071747,Dance Studio,Magnificent Belly Dance,38.75143675082569,-77.46869865701528
20111,38.75284958,-77.43071747,Dance Studio,Academy of Russian Ballet,38.7631241991495,-77.5071661848652
20111,38.75284958,-77.43071747,Dance Studio,K Force Dance Studio,38.75966,-77.460144
20111,38.75284958,-77.43071747,Dance Studio,Virginia Dance Center,38.75435810613458,-77.49132788327096
20112,38.67250061,-77.43344879,Dance Studio,Accent Dancers,38.66083051787402,-77.36867109992725
20112,38.67250061,-77.43344879,Dance Studio,Hall Of Fame Dance Challenge,38.65099725524666,-77.38472797495731
20112,38.67250061,-77.43344879,Dance Studio,Aerobahia Dance Fitness,38.744867,-77.452216
20112,38.67250061,-77.43344879,Dance Studio,Accent Dancers,38.660815,-77.368319
20112,38.67250061,-77.43344879,Dance Studio,METstar Elite Dance Studio,38.614505,-77.368645
20136,38.71643066,-77.53150177,Dance Studio,Stage Door Dance Studio,38.80043299924202,-77.52196195247906
20136,38.71643066,-77.53150177,Gym / Fitness Center,Doll House Pole Fitness,38.800105,-77.522966
20136,38.71643066,-77.53150177,Dance Studio,A G Arts,38.76242148901973,-77.61396615048929
20136,38.71643066,-77.53150177,Dance Studio,Aerobahia Dance Fitness,38.744867,-77.452216
20136,38.71643066,-77.53150177,Dance Studio,Showcase Dance Studio Inc.,38.784618,-77.518596
20136,38.71643066,-77.53150177,Dance Studio,Virginia Dance Center,38.75435810613458,-77.49132788327096
20136,38.71643066,-77.53150177,Dance Studio,K Force Dance Studio,38.75966,-77.460144
20136,38.71643066,-77.53150177,Dance Studio,Baemar Dance Center,38.750023,-77.57113100000001
20136,38.71643066,-77.53150177,Dance Studio,Northern Virginia Dance Academy,38.759637,-77.46008499999999
20136,38.71643066,-77.53150177,Dance Studio,Manassas Ballet Academy,38.758747,-77.466492
20136,38.71643066,-77.53150177,Dance Studio,manassas ballet company,38.75969314575195,-77.46516418457031
20136,38.71643066,-77.53150177,Dance Studio,Braemar Dance Center,38.76161463490373,-77.5579257106678
20136,38.71643066,-77.53150177,Dance Studio,Magnificent Belly Dance,38.75143675082569,-77.46869865701528
20136,38.71643066,-77.53150177,Dance Studio,Academy of Russian Ballet,38.7631241991495,-77.5071661848652
20136,38.71643066,-77.53150177,Dance Studio,Prince William Dance Academy,38.69961154362529,-77.58137226104736
20143,38.85535049,-77.55545044,Dance Studio,south riding dance,38.91487096077482,-77.51280957530969
20143,38.85535049,-77.55545044,Dance Studio,Creative Dance and Fitness Center,38.923768383071796,-77.51081957733543
20143,38.85535049,-77.55545044,Dance Studio,Gainesville Ballet,38.793936,-77.612942
20143,38.85535049,-77.55545044,Dance Studio,Gainesville Dance Center,38.792512,-77.59682600000001
20143,38.85535049,-77.55545044,Dance Studio,Gainesville Dance Center,38.81431635216943,-77.64254835456842
20143,38.85535049,-77.55545044,Dance Studio,Stage Door Dance Studio,38.80043299924202,-77.52196195247906
20143,38.85535049,-77.55545044,Gym / Fitness Center,Doll House Pole Fitness,38.800105,-77.522966
20143,38.85535049,-77.55545044,Dance Studio,Showcase Dance Studio Inc.,38.784618,-77.518596
20143,38.85535049,-77.55545044,Dance Studio,DeGrasse Dance Studio,38.8128547668457,-77.63902282714844
20143,38.85535049,-77.55545044,Dance Studio,DivaFit - Chantilly Studio,38.908429427994726,-77.47040278014559
20143,38.85535049,-77.55545044,Dance Studio,Tiny Dancers,38.794651,-77.600039
20155,38.7278595,-77.64700317,Dance Studio,A G Arts,38.76242148901973,-77.61396615048929
20155,38.7278595,-77.64700317,Dance Studio,Gainesville Dance Center,38.792512,-77.59682600000001
20155,38.7278595,-77.64700317,Dance Studio,Gainesville Ballet,38.793936,-77.612942
20155,38.7278595,-77.64700317,Dance Studio,Lyrique Dance,38.74992370605469,-77.67939758300781
20155,38.7278595,-77.64700317,Dance Studio,Baemar Dance Center,38.750023,-77.57113100000001
20155,38.7278595,-77.64700317,Dance Studio,Tiny Dancers,38.794651,-77.600039
20155,38.7278595,-77.64700317,Dance Studio,Prince William Dance Academy,38.69961154362529,-77.58137226104736
20169,38.85441971,-77.63504028,Dance Studio,DeGrasse Dance Studio,38.8128547668457,-77.63902282714844
20169,38.85441971,-77.63504028,Dance Studio,Tiny Dancers,38.794651,-77.600039
20169,38.85441971,-77.63504028,Dance Studio,Gainesville Ballet,38.793936,-77.612942
20169,38.85441971,-77.63504028,Dance Studio,Gainesville Dance Center,38.81431635216943,-77.64254835456842
20169,38.85441971,-77.63504028,Dance Studio,Gainesville Dance Center,38.792512,-77.59682600000001
20181,38.67964935,-77.56697083,Dance Studio,Braemar Dance Center,38.76161463490373,-77.5579257106678
20181,38.67964935,-77.56697083,Dance Studio,Baemar Dance Center,38.750023,-77.57113100000001
20181,38.67964935,-77.56697083,Dance Studio,Prince William Dance Academy,38.69961154362529,-77.58137226104736
22025,38.59606934,-77.34046173,Dance Studio,MetStar Elite Dance,38.603169870081324,-77.34163177539546
22025,38.59606934,-77.34046173,Dance Studio,Hall Of Fame Dance Challenge,38.65099725524666,-77.38472797495731
22025,38.59606934,-77.34046173,Dance Studio,Accent Dancers,38.66083051787402,-77.36867109992725
22025,38.59606934,-77.34046173,Dance Studio,Dance etc. School,38.654627,-77.3107747
22025,38.59606934,-77.34046173,Dance Studio,All That & Jazz,38.60985304737175,-77.35834497378058
22025,38.59606934,-77.34046173,Dance Studio,Accent Dancers,38.660815,-77.368319
22025,38.59606934,-77.34046173,Dance Studio,DeGrasse Dance Studio,38.649525,-77.30139
22025,38.59606934,-77.34046173,Dance Studio,Youth Sports,38.650634,-77.298103
22025,38.59606934,-77.34046173,Dance Studio,METstar Elite Dance Studio,38.614505,-77.368645
22025,38.59606934,-77.34046173,Dance Studio,KLR Studio,38.661784000000004,-77.298934
22025,38.59606934,-77.34046173,Gym / Fitness Center,My BodYoga,38.641071000000004,-77.29051
22025,38.59606934,-77.34046173,Dance Studio,Dance Etc,38.654538,-77.311098
22026,38.56824875,-77.29776764,Dance Studio,Silky Smooth Dance Studio,38.656046,-77.252577
22026,38.56824875,-77.29776764,Dance Studio,All That & Jazz,38.60985304737175,-77.35834497378058
22026,38.56824875,-77.29776764,Dance Studio,MetStar Elite Dance,38.603169870081324,-77.34163177539546
22026,38.56824875,-77.29776764,Dance Studio,METstar Elite Dance Studio,38.614505,-77.368645
22026,38.56824875,-77.29776764,Gym / Fitness Center,My BodYoga,38.641071000000004,-77.29051
22134,38.56774902,-77.43000031,Dance Studio,All That & Jazz,38.60985304737175,-77.35834497378058
22134,38.56774902,-77.43000031,Dance Studio,MetStar Elite Dance,38.603169870081324,-77.34163177539546
22134,38.56774902,-77.43000031,Dance Studio,METstar Elite Dance Studio,38.614505,-77.368645
22172,38.55376053,-77.35041809,Dance Studio,Dance & Gym Expressions,38.4743599511485,-77.41824736953048
22172,38.55376053,-77.35041809,Dance Studio,All That & Jazz,38.60985304737175,-77.35834497378058
22172,38.55376053,-77.35041809,Dance Studio,METstar Elite Dance Studio,38.614505,-77.368645
22172,38.55376053,-77.35041809,Dance Studio,MetStar Elite Dance,38.603169870081324,-77.34163177539546
22191,38.61909866,-77.26415253,Dance Studio,Silky Smooth Dance Studio,38.656046,-77.252577
22191,38.61909866,-77.26415253,Dance Studio,Metropolitan Fine Arts Center,38.69766644745437,-77.25457217211166
22191,38.61909866,-77.26415253,Dance Studio,Dance etc. School,38.654627,-77.3107747
22191,38.61909866,-77.26415253,Dance Studio,All That & Jazz,38.60985304737175,-77.35834497378058
22191,38.61909866,-77.26415253,Athletics & Sports,Linda's Ballet Workshop,38.68501722,-77.31703769
22191,38.61909866,-77.26415253,Dance Studio,KLR Studio,38.661784000000004,-77.298934
22191,38.61909866,-77.26415253,Dance Studio,METstar Elite Dance Studio,38.614505,-77.368645
22191,38.61909866,-77.26415253,Dance Studio,Youth Sports,38.650634,-77.298103
22191,38.61909866,-77.26415253,Dance Studio,DeGrasse Dance Studio,38.649525,-77.30139
22191,38.61909866,-77.26415253,Dance Studio,MetStar Elite Dance,38.603169870081324,-77.34163177539546
22191,38.61909866,-77.26415253,Gym / Fitness Center,My BodYoga,38.641071000000004,-77.29051
22191,38.61909866,-77.26415253,Dance Studio,Dance Etc,38.654538,-77.311098
22192,38.67750168,-77.3139267,Dance Studio,Dance etc. School,38.654627,-77.3107747
22192,38.67750168,-77.3139267,Dance Studio,Silky Smooth Dance Studio,38.656046,-77.252577
22192,38.67750168,-77.3139267,Dance Studio,Accent Dancers,38.66083051787402,-77.36867109992725
22192,38.67750168,-77.3139267,Dance Studio,Metropolitan Fine Arts Center,38.69766644745437,-77.25457217211166
22192,38.67750168,-77.3139267,Athletics & Sports,Linda's Ballet Workshop,38.68501722,-77.31703769
22192,38.67750168,-77.3139267,Dance Studio,Metropolitan Fine Arts Center,38.727634663997954,-77.25718518172921
22192,38.67750168,-77.3139267,Dance Studio,Hall Of Fame Dance Challenge,38.65099725524666,-77.38472797495731
22192,38.67750168,-77.3139267,Dance Studio,Accent Dancers,38.660815,-77.368319
22192,38.67750168,-77.3139267,Dance Studio,DeGrasse Dance Studio,38.649525,-77.30139
22192,38.67750168,-77.3139267,Dance Studio,MetStar Elite Dance,38.603169870081324,-77.34163177539546
22192,38.67750168,-77.3139267,Dance Studio,KLR Studio,38.661784000000004,-77.298934
22192,38.67750168,-77.3139267,Dance Studio,Youth Sports,38.650634,-77.298103
22192,38.67750168,-77.3139267,Dance Studio,METstar Elite Dance Studio,38.614505,-77.368645
22192,38.67750168,-77.3139267,Gym / Fitness Center,My BodYoga,38.641071000000004,-77.29051
22192,38.67750168,-77.3139267,Dance Studio,Dance Etc,38.654538,-77.311098
22193,38.64179993,-77.34805298,Dance Studio,Hall Of Fame Dance Challenge,38.65099725524666,-77.38472797495731
22193,38.64179993,-77.34805298,Dance Studio,All That & Jazz,38.60985304737175,-77.35834497378058
22193,38.64179993,-77.34805298,Dance Studio,Metropolitan Fine Arts Center,38.69766644745437,-77.25457217211166
22193,38.64179993,-77.34805298,Dance Studio,Silky Smooth Dance Studio,38.656046,-77.252577
22193,38.64179993,-77.34805298,Dance Studio,Accent Dancers,38.66083051787402,-77.36867109992725
22193,38.64179993,-77.34805298,Dance Studio,Dance etc. School,38.654627,-77.3107747
22193,38.64179993,-77.34805298,Athletics & Sports,Linda's Ballet Workshop,38.68501722,-77.31703769
22193,38.64179993,-77.34805298,Dance Studio,Accent Dancers,38.660815,-77.368319
22193,38.64179993,-77.34805298,Dance Studio,MetStar Elite Dance,38.603169870081324,-77.34163177539546
22193,38.64179993,-77.34805298,Dance Studio,KLR Studio,38.661784000000004,-77.298934
22193,38.64179993,-77.34805298,Dance Studio,METstar Elite Dance Studio,38.614505,-77.368645
22193,38.64179993,-77.34805298,Dance Studio,DeGrasse Dance Studio,38.649525,-77.30139
22193,38.64179993,-77.34805298,Dance Studio,Youth Sports,38.650634,-77.298103
22193,38.64179993,-77.34805298,Gym / Fitness Center,My BodYoga,38.641071000000004,-77.29051
22193,38.64179993,-77.34805298,Dance Studio,Dance Etc,38.654538,-77.311098
